0.026327,0.952,0.04,0.02067
0.02857,0.952,0.04,0.026815
0.0289,0.952,0.04,0.027323
0.02948,0.952,0.04,0.027703
0.030159,0.952,0.04,0.028098
0.030776,0.952,0.04,0.028544
0.031287,0.952,0.04,0.029064
0.031718,0.952,0.04,0.029739
0.032225,0.952,0.04,0.030465
0.03279,0.952,0.04,0.031268
0.033472,0.952,0.04,0.032064
0.040815,0.952,0.04,0.04094
0.041467,0.952,0.04,0.041883
0.042189,0.952,0.04,0.043036
0.043116,0.952,0.04,0.044291
0.044219,0.952,0.04,0.045601
0.045125,0.952,0.04,0.047219
0.045639,0.952,0.04,0.048948
0.045925,0.952,0.04,0.050869
0.046243,0.952,0.04,0.052828
0.046689,0.952,0.04,0.054745
0.052355,0.952,0.04,0.072911
0.052147,0.952,0.04,0.071856
0.051535,0.952,0.04,0.069052
0.051235,0.952,0.04,0.066329
0.051263,0.952,0.04,0.063963
0.051624,0.952,0.04,0.062664
0.052206,0.952,0.04,0.062206
0.053066,0.952,0.04,0.062078
0.054046,0.952,0.04,0.061889
0.055,0.964,0.28,0.06151
0.064619,0.964,0.28,0.056678
0.065557,0.964,0.28,0.056336
0.066481,0.964,0.28,0.056255
0.066915,0.964,0.28,0.056611
0.066449,0.964,0.28,0.057213
0.065407,0.964,0.28,0.057889
0.064112,0.964,0.28,0.058612
0.062828,0.964,0.28,0.059552
0.06173,0.964,0.28,0.060927
0.060957,0.964,0.28,0.062351
0.058196,0.964,0.28,0.078464
0.061017,0.964,0.28,0.079396
0.063436,0.964,0.28,0.080032
0.065169,0.964,0.28,0.08039
0.06605,0.964,0.28,0.080934
0.066538,0.964,0.28,0.081933
0.067289,0.964,0.28,0.083541
0.068369,0.964,0.28,0.085333
0.069811,0.964,0.28,0.087423
0.071275,0.964,0.28,0.089922
0.082806,0.964,0.28,0.119147
0.081664,0.964,0.28,0.120475
0.081041,0.964,0.28,0.124111
0.081243,0.964,0.28,0.122728
0.081984,0.964,0.28,0.121323
0.083038,0.964,0.28,0.120927
0.084299,0.964,0.28,0.121967
0.085547,0.964,0.28,0.123701
0.086757,0.964,0.28,0.127128
0.087759,0.964,0.28,0.13123
0.096715,0.964,0.28,0.157307
0.097938,0.964,0.28,0.166139
0.09984,0.964,0.28,0.17016
0.101775,0.964,0.28,0.171956
0.103048,0.964,0.28,0.171207
0.104262,0.964,0.28,0.171152
0.105209,0.964,0.28,0.170882
0.105365,0.964,0.28,0.170594
0.105137,0.964,0.28,0.170693
0.104668,0.964,0.28,0.170748
0.100398,0.964,0.28,0.178686
0.102394,0.964,0.28,0.17928
0.106474,0.964,0.28,0.178881
0.112253,0.964,0.28,0.177921
0.118892,0.964,0.28,0.176732
0.124783,0.964,0.28,0.176575
0.128361,0.964,0.28,0.17648
0.129399,0.964,0.28,0.176876
0.128685,0.964,0.28,0.176977
0.12747,0.964,0.28,0.176785
0.114277,0.964,0.28,0.178251
0.112399,0.964,0.28,0.179779
0.110475,0.964,0.28,0.180873
0.109882,0.964,0.28,0.182428
0.111784,0.964,0.28,0.183474
0.115615,0.964,0.28,0.184039
0.119355,0.964,0.28,0.184603
0.122257,0.964,0.28,0.184791
0.123403,0.964,0.28,0.184717
0.123288,1.02,0.87,0.184706
0.117746,1.02,0.87,0.188322
0.118154,1.02,0.87,0.188709
0.121361,1.02,0.87,0.190359
0.125763,1.02,0.87,0.192059
0.132634,1.02,0.87,0.193145
0.140675,1.02,0.87,0.193623
0.146361,1.02,0.87,0.193518
0.152461,1.02,0.87,0.192829
0.156813,1.02,0.87,0.19455
0.165068,1.02,0.87,0.196417
0.273507,1.02,0.87,0.219903
0.279877,1.02,0.87,0.220124
0.279091,1.02,0.87,0.220153
0.279427,1.02,0.87,0.222502
0.273795,1.02,0.87,0.224889
0.267783,1.02,0.87,0.227281
0.264018,1.02,0.87,0.229532
0.256583,1.02,0.87,0.231227
0.252538,1.02,0.87,0.231738
0.253103,1.02,0.87,0.228792
0.276969,1.02,0.87,0.194934
0.269668,1.02,0.87,0.208099
0.267376,1.02,0.87,0.207629
0.270334,1.02,0.87,0.21074
0.274589,1.02,0.87,0.209114
0.278394,1.02,0.87,0.202624
0.275516,1.02,0.87,0.198549
0.275566,1.02,0.87,0.193198
0.275833,1.02,0.87,0.196275
0.277403,1.02,0.87,0.192933
0.212393,1.02,0.87,0.139382
0.196357,1.02,0.87,0.141741
0.188162,1.02,0.87,0.145068
0.18812,1.02,0.87,0.148517
0.193929,1.02,0.87,0.163629
0.203341,1.02,0.87,0.174003
0.21939,1.02,0.87,0.196809
0.233604,1.02,0.87,0.218997
0.245668,1.02,0.87,0.234942
0.254583,1.02,0.87,0.251619
0.336959,1.02,0.87,0.417685
0.338245,1.02,0.87,0.424234
0.340545,1.02,0.87,0.38396
0.340669,1.02,0.87,0.383253
0.331294,1.02,0.87,0.36344
0.325204,1.02,0.87,0.350431
0.32506,1.02,0.87,0.329556
0.327805,1.02,0.87,0.327328
0.330569,1.02,0.87,0.331469
0.333927,1.02,0.87,0.33492
0.368271,1.02,0.87,0.392409
0.363087,1.02,0.87,0.390075
0.368056,1.02,0.87,0.383747
0.370684,1.02,0.87,0.381344
0.373532,1.02,0.87,0.381168
0.375862,1.02,0.87,0.380577
0.37938,1.02,0.87,0.381287
0.381605,1.02,0.87,0.382676
0.380892,1.02,0.87,0.383713
0.379392,1.052,0.85,0.384757
0.378439,1.052,0.85,0.418041
0.384851,1.052,0.85,0.429142
0.389231,1.052,0.85,0.430574
0.392004,1.052,0.85,0.428843
0.395291,1.052,0.85,0.425185
0.397626,1.052,0.85,0.421792
0.400053,1.052,0.85,0.407767
0.402375,1.052,0.85,0.404842
0.404706,1.052,0.85,0.405155
0.405597,1.052,0.85,0.408858
0.429683,1.052,0.85,0.380529
0.433686,1.052,0.85,0.34184
0.437828,1.052,0.85,0.336811
0.439834,1.052,0.85,0.341149
0.443573,1.052,0.85,0.367136
0.446258,1.052,0.85,0.36996
0.44803,1.052,0.85,0.369655
0.451808,1.052,0.85,0.370955
0.455778,1.052,0.85,0.365708
0.459593,1.052,0.85,0.360804
0.475384,1.052,0.85,0.38327
0.473903,1.052,0.85,0.380776
0.502996,1.052,0.85,0.367794
0.505015,1.052,0.85,0.362643
0.469305,1.052,0.85,0.352581
0.446884,1.052,0.85,0.346838
0.426338,1.052,0.85,0.340449
0.411624,1.052,0.85,0.354457
0.409599,1.052,0.85,0.357546
0.411225,1.052,0.85,0.372522
0.466022,1.052,0.85,0.589416
0.492065,1.052,0.85,0.526616
0.507105,1.052,0.85,0.517797
0.510825,1.052,0.85,0.536971
0.511105,1.052,0.85,0.550462
0.506177,1.052,0.85,0.549042
0.503594,1.052,0.85,0.547079
0.504137,1.052,0.85,0.539921
0.508233,1.052,0.85,0.534325
0.509711,1.052,0.85,0.50863
0.513631,1.052,0.85,0.248195
0.520724,1.052,0.85,0.236667
0.523691,1.052,0.85,0.233646
0.536037,1.052,0.85,0.23798
0.5493,1.052,0.85,0.244271
0.536354,1.052,0.85,0.253275
0.545113,1.052,0.85,0.270498
0.541714,1.052,0.85,0.281099
0.526706,1.052,0.85,0.277187
0.514827,1.052,0.85,0.27186
0.472925,1.052,0.85,0.212333
0.521759,1.052,0.85,0.210677
0.547505,1.052,0.85,0.20818
0.555951,1.052,0.85,0.202512
0.550472,1.052,0.85,0.194616
0.548908,1.052,0.85,0.188112
0.532818,1.052,0.85,0.184414
0.545299,1.052,0.85,0.18378
0.53648,1.052,0.85,0.18596
0.52176,1.084,0.83,0.190229
0.544518,1.084,0.83,0.269191
0.490645,1.084,0.83,0.27084
0.498442,1.084,0.83,0.26633
0.510039,1.084,0.83,0.261515
0.497636,1.084,0.83,0.25609
0.490455,1.084,0.83,0.250522
0.469754,1.084,0.83,0.245496
0.453773,1.084,0.83,0.240258
0.447711,1.084,0.83,0.236018
0.449682,1.084,0.83,0.233127
0.431796,1.084,0.83,0.217656
0.397527,1.084,0.83,0.218034
0.38438,1.084,0.83,0.216108
0.369007,1.084,0.83,0.212479
0.358963,1.084,0.83,0.208147
0.353032,1.084,0.83,0.203647
0.350547,1.084,0.83,0.200513
0.346571,1.084,0.83,0.199383
0.340577,1.084,0.83,0.200195
0.333268,1.084,0.83,0.202644
0.261886,1.084,0.83,0.237856
0.262775,1.084,0.83,0.241771
0.272566,1.084,0.83,0.259704
0.299963,1.084,0.83,0.280634
0.313215,1.084,0.83,0.292947
0.322017,1.084,0.83,0.300046
0.329353,1.084,0.83,0.29661
0.345833,1.084,0.83,0.293571
0.380138,1.084,0.83,0.293809
0.419534,1.084,0.83,0.295491
0.593528,1.084,0.83,0.313355
0.538257,1.084,0.83,0.325485
0.526842,1.084,0.83,0.318238
0.49797,1.084,0.83,0.32587
0.459072,1.084,0.83,0.353009
0.437312,1.084,0.83,0.381698
0.441805,1.084,0.83,0.404094
0.446644,1.084,0.83,0.417461
0.445313,1.084,0.83,0.432248
0.44017,1.084,0.83,0.434141
0.429497,1.084,0.83,0.487698
0.400364,1.084,0.83,0.452798
0.409471,1.084,0.83,0.420562
0.390988,1.084,0.83,0.411751
0.374303,1.084,0.83,0.415179
0.372751,1.084,0.83,0.435161
0.383414,1.084,0.83,0.447509
0.384551,1.084,0.83,0.465445
0.380991,1.084,0.83,0.491931
0.373193,1.084,0.83,0.511566
0.287076,1.084,0.83,0.40979
0.318215,1.084,0.83,0.384908
0.307974,1.084,0.83,0.405265
0.309427,1.084,0.83,0.443454
0.358337,1.084,0.83,0.464375
0.430603,1.084,0.83,0.485062
0.473709,1.084,0.83,0.491629
0.486424,1.084,0.83,0.489706
0.475553,1.084,0.83,0.499758
0.461194,1.136,1.9,0.51203
0.364331,1.136,1.9,0.731121
0.407437,1.136,1.9,0.687506
0.540468,1.136,1.9,0.660687
0.615765,1.136,1.9,0.60861
0.636279,1.136,1.9,0.572443
0.656894,1.136,1.9,0.547079
0.675568,1.136,1.9,0.530932
0.679606,1.136,1.9,0.518172
0.644559,1.136,1.9,0.502232
0.610456,1.136,1.9,0.486584
0.366098,1.136,1.9,0.332008
0.451927,1.136,1.9,0.329573
0.557497,1.136,1.9,0.32668
0.577727,1.136,1.9,0.322435
0.53675,1.136,1.9,0.318599
0.502246,1.136,1.9,0.316003
0.481866,1.136,1.9,0.315503
0.462135,1.136,1.9,0.317174
0.443995,1.136,1.9,0.319998
0.432652,1.136,1.9,0.323541
0.350257,1.136,1.9,0.382283
0.420811,1.136,1.9,0.397985
0.478508,1.136,1.9,0.41284
0.543685,1.136,1.9,0.421489
0.518249,1.136,1.9,0.420985
0.49838,1.136,1.9,0.416279
0.492455,1.136,1.9,0.409879
0.497524,1.136,1.9,0.40206
0.530335,1.136,1.9,0.394513
0.537925,1.136,1.9,0.387846
0.515373,1.136,1.9,0.322774
0.65081,1.136,1.9,0.321377
0.693796,1.136,1.9,0.319561
0.684912,1.136,1.9,0.317454
0.640561,1.136,1.9,0.315593
0.628083,1.136,1.9,0.314778
0.601533,1.136,1.9,0.314202
0.573995,1.136,1.9,0.312914
0.551785,1.136,1.9,0.311625
0.546414,1.136,1.9,0.310075
0.488029,1.136,1.9,0.285115
0.420921,1.136,1.9,0.276961
0.392399,1.136,1.9,0.265195
0.379418,1.136,1.9,0.253477
0.380829,1.136,1.9,0.245394
0.397417,1.136,1.9,0.240567
0.403583,1.136,1.9,0.239339
0.399159,1.136,1.9,0.241354
0.389766,1.136,1.9,0.245734
0.379644,1.136,1.9,0.249232
0.278602,1.136,1.9,0.272899
0.276013,1.136,1.9,0.273865
0.274669,1.136,1.9,0.277338
0.274115,1.136,1.9,0.281922
0.274234,1.136,1.9,0.285604
0.281116,1.136,1.9,0.288666
0.280138,1.136,1.9,0.29029
0.280899,1.136,1.9,0.289522
0.281517,1.136,1.9,0.286172
0.28246,1.168,1.95,0.281318
0.275127,1.168,1.95,0.20556
0.265481,1.168,1.95,0.19459
0.258819,1.168,1.95,0.186949
0.25449,1.168,1.95,0.18142
0.250635,1.168,1.95,0.177686
0.257361,1.168,1.95,0.176164
0.248994,1.168,1.95,0.176662
0.240646,1.168,1.95,0.178469
0.233527,1.168,1.95,0.181712
0.227006,1.168,1.95,0.185981
0.163341,1.168,1.95,0.236003
0.161022,1.168,1.95,0.247338
0.158847,1.168,1.95,0.2624
0.156454,1.168,1.95,0.277894
0.154717,1.168,1.95,0.294932
0.154583,1.168,1.95,0.310347
0.155603,1.168,1.95,0.32344
0.156873,1.168,1.95,0.335397
0.15793,1.168,1.95,0.346068
0.158963,1.168,1.95,0.354528
0.176747,1.168,1.95,0.44719
0.179324,1.168,1.95,0.46437
0.18126,1.168,1.95,0.484813
0.182429,1.168,1.95,0.502561
0.182928,1.168,1.95,0.512413
0.182365,1.168,1.95,0.517228
0.181923,1.168,1.95,0.513624
0.181854,1.168,1.95,0.504291
0.182329,1.168,1.95,0.491091
0.183172,1.168,1.95,0.477227
0.211955,1.168,1.95,0.311265
0.215338,1.168,1.95,0.304094
0.218928,1.168,1.95,0.303306
0.222817,1.168,1.95,0.305296
0.227083,1.168,1.95,0.301157
0.233253,1.168,1.95,0.293247
